date,home_team,away_team,home_score,away_score,tournament,neutral,elo_home_pre,elo_away_pre,delta_elo_raw,tournament_weight,K_used,G_used
1963-08-09,Jamaica,El Salvador,1,1,Friendly,False,1337.2867674633335,1512.311679432885,-175.02491196955157,0.7,20,1.0
1963-08-09,Taiwan,Vietnam Republic,1,1,Merdeka Tournament,True,1602.6097032254763,1576.7859566361842,25.823746589292114,1.0,30,1.0
1963-08-10,Thailand,Japan,1,4,Merdeka Tournament,True,1349.5450193067268,1417.65237890829,-68.1073596015633,1.0,30,1.75
1963-08-11,South Korea,Thailand,5,1,Merdeka Tournament,True,1673.0469789845763,1328.3758588892672,344.6711200953091,1.0,30,1.875
1963-08-11,Malaysia,Vietnam Republic,0,5,Merdeka Tournament,False,1527.8961276956406,1577.8988088490937,-50.00268115345307,1.0,30,2.0
1963-08-12,Malaysia,Taiwan,2,3,Merdeka Tournament,False,1493.608567431534,1601.4968510125668,-107.88828358103274,1.0,30,1.0
1963-08-12,Vietnam Republic,Japan,1,5,Merdeka Tournament,True,1612.1863691132003,1438.8215393257497,173.36482978745062,1.0,30,1.875
1963-08-13,South Korea,Japan,1,1,Merdeka Tournament,True,1679.846697954501,1479.9211030937358,199.92559486076516,1.0,30,1.0
1963-08-14,South Korea,Vietnam Republic,3,1,Merdeka Tournament,True,1672.0566358206795,1571.086805345214,100.96983047546541,1.0,30,1.5
1963-08-14,Malaysia,Thailand,2,2,Merdeka Tournament,False,1478.949073503331,1321.5761399193425,157.37293358398847,1.0,30,1.0
1963-08-14,Sweden,Finland,0,0,Nordic Championship,False,1761.1426956657026,1171.275055078182,589.8676405875206,1.0,30,1.0
1963-08-14,Sweden,Norway,0,0,Nordic Championship,False,1746.6977577240757,1379.9168549782805,366.7809027457952,1.0,30,1.0
1963-08-15,Taiwan,Japan,2,0,Merdeka Tournament,True,1616.15634494077,1487.7111652275573,128.4451797132126,1.0,30,1.5
1963-08-16,Taiwan,Thailand,2,2,Merdeka Tournament,True,1630.6975356980442,1331.0203723259385,299.6771633721057,1.0,30,1.0
1963-08-16,Malaysia,South Korea,3,0,Merdeka Tournament,False,1469.504841096735,1688.1958783777156,-218.6910372809807,1.0,30,1.75
1963-08-17,Thailand,Vietnam Republic,2,3,Merdeka Tournament,True,1341.483834429644,1554.947562788178,-213.4637283585339,1.0,30,1.0
1963-08-18,Taiwan,South Korea,1,0,Merdeka Tournament,True,1620.2340735943387,1653.3116461333166,-33.07757253897785,1.0,30,1.0
1963-08-29,Fiji,Papua New Guinea,3,1,South Pacific Games,False,1393.574812854636,1500.0,-106.4251871453639,1.0,40,1.5
1963-08-30,Solomon Islands,Vanuatu,6,3,South Pacific Games,True,1500.0,1419.8403221022352,80.15967789776482,1.0,40,1.75
1963-09-01,Colombia,Costa Rica,4,5,Friendly,False,1329.9532422287962,1754.3003180789362,-424.3470758501401,0.7,20,1.0
1963-09-01,Fiji,Solomon Islands,5,0,South Pacific Games,False,1424.1295448723579,1527.0651621109598,-102.93561723860194,1.0,40,2.0
1963-09-01,New Caledonia,Tahiti,2,1,South Pacific Games,True,1454.5572322897033,1418.285255627392,36.27197666231132,1.0,40,1.0
1963-09-04,Poland,Norway,9,0,Friendly,False,1493.6211406748862,1393.0045224264925,100.6166182483937,0.7,20,2.5
1963-09-04,German DR,Bulgaria,1,1,Friendly,False,1505.908720747646,1582.3591445386796,-76.4504237910337,0.7,20,1.0
1963-09-04,China PR,Myanmar,4,0,Friendly,False,1607.527010958295,1426.314110243267,181.21290071502813,0.7,20,1.875
1963-09-04,Colombia,Costa Rica,1,0,Friendly,False,1327.2756706698651,1756.9778896378673,-429.70221896800217,0.7,20,1.0
1963-09-06,Solomon Islands,Tahiti,0,18,South Pacific Games,True,1486.72719472904,1400.3656856051987,86.36150912384142,1.0,40,3.625
1963-09-06,Fiji,New Caledonia,2,8,South Pacific Games,False,1464.4675122542776,1472.4768023118966,-8.009290057618955,1.0,40,2.125
1963-09-08,Mauritius,Réunion,0,2,Friendly,True,1673.964597484402,1317.3749348969468,356.5896625874552,0.7,20,1.5
1963-09-11,Netherlands,Luxembourg,1,1,UEFA Euro qualification,False,1560.454456016179,1218.3884228809547,342.0660331352242,1.0,40,1.0
1963-09-15,Madagascar,Réunion,6,1,Friendly,False,1516.6237503211266,1343.9615247208062,172.66222560032043,0.7,20,2.0
1963-09-15,Norway,Denmark,0,4,Nordic Championship,False,1381.0242340334814,1561.189433625862,-180.16519959238053,1.0,30,1.875
1963-09-18,Bulgaria,Sudan,1,1,Friendly,False,1583.035919713175,1523.2162247356748,59.81969497750015,0.7,20,1.0
1963-09-18,Sweden,Yugoslavia,3,2,UEFA Euro qualification,False,1733.6100902758637,1800.0018545143491,-66.3917642384854,1.0,40,1.0
1963-09-22,Poland,Turkey,0,0,Friendly,False,1505.6014290678972,1561.7247170245046,-56.12328795660733,0.7,20,1.0
1963-09-22,Russia,Hungary,1,1,Friendly,False,1855.0434169575196,1825.0478103125222,29.99560664499745,0.7,20,1.0
1963-09-25,Austria,Republic of Ireland,0,0,UEFA Euro qualification,False,1676.936848726844,1512.478528827598,164.4583198992459,1.0,40,1.0
1963-09-27,Martinique,Puerto Rico,6,0,Friendly,True,1514.29895591485,1270.2315595240898,244.06739639076022,0.7,20,2.125
1963-09-28,Germany,Turkey,3,0,Friendly,False,1775.7992550839826,1562.9809192268522,212.81833585713048,0.7,20,1.75
1963-09-28,Kenya,Tanzania,4,1,Friendly,False,1496.0799423877268,1439.3701304816848,56.70981190604198,0.7,20,1.75
1963-09-29,Bulgaria,France,1,0,UEFA Euro qualification,False,1578.7350934186288,1659.1366605985218,-80.40156717989294,1.0,40,1.0
1963-09-29,Uganda,Zanzibar,2,0,Friendly,True,1479.4193229386995,1291.173395646103,188.24592729259643,0.7,20,1.5
1963-10-01,Kenya,Zanzibar,1,0,Friendly,False,1506.1816539536946,1283.5888087829574,222.5928451707373,0.7,20,1.0
1963-10-02,Tanzania,Uganda,1,1,Friendly,True,1429.268418915717,1487.003909801845,-57.73549088612822,0.7,20,1.0
1963-10-04,Tanzania,Zanzibar,2,1,Friendly,True,1430.9150507841664,1280.887731848666,150.0273189355005,0.7,20,1.0
1963-10-05,Kenya,Uganda,1,2,Friendly,False,1508.882730887986,1485.3572779333956,23.52545295459049,0.7,20,1.0
1963-10-06,Denmark,Sweden,2,2,Nordic Championship,False,1582.9378006004958,1751.6814564548504,-168.74365585435453,1.0,30,1.0
1963-10-06,Yugoslavia,Hungary,2,0,Friendly,False,1781.9304883353625,1828.624038430318,-46.693550094955526,0.7,20,1.5
1963-10-08,Liberia,Nigeria,2,2,Friendly,False,1436.6479956001629,1549.8574724949433,-113.20947689478044,0.7,20,1.0
1963-10-09,Turkey,Romania,0,0,Friendly,False,1558.0192289454542,1562.2170704822086,-4.1978415367543676,0.7,20,1.0
1963-10-12,Japan,Vietnam Republic,2,1,Friendly,False,1473.169974470283,1561.7393295045642,-88.56935503428122,0.7,20,1.0
1963-10-12,Northern Ireland,Scotland,2,1,British Home Championship,False,1472.9486722059105,1745.6762606047682,-272.72758839885773,1.0,30,1.0
1963-10-12,Wales,England,0,4,British Home Championship,False,1620.2448894862382,1754.028261172256,-133.78337168601774,1.0,30,1.875
1963-10-13,Republic of Ireland,Austria,3,2,UEFA Euro qualification,False,1525.3138670376684,1664.1015105167735,-138.7876434791051,1.0,40,1.0
1963-10-13,Russia,Italy,2,0,UEFA Euro qualification,False,1851.4671888397238,1785.6537390138924,65.81344982583141,1.0,40,1.5
1963-10-15,Paraguay,Argentina,0,4,Copa Chevallier Boutell,False,1636.8367727771615,1802.417608269928,-165.58083549276648,1.0,30,1.875
1963-10-15,Suriname,Curaçao,2,3,Friendly,False,1521.9153327675585,1582.849415725954,-60.93408295839549,0.7,20,1.0
1963-10-16,Greece,Poland,3,1,Friendly,False,1328.468253900163,1504.3452268655496,-175.87697296538659,0.7,20,1.5
1963-10-19,German DR,Hungary,1,2,UEFA Euro qualification,False,1505.2319455731506,1815.9075726138105,-310.67562704065995,1.0,40,1.0
1963-10-19,Zambia,Kenya,0,1,Friendly,False,1544.9836164272372,1495.4699814100757,49.513635017161505,0.7,20,1.0
1963-10-20,Netherlands,Belgium,1,1,Friendly,False,1543.3656911747516,1550.1094045026086,-6.7437133278569945,0.7,20,1.0
1963-10-26,France,Bulgaria,3,1,UEFA Euro qualification,False,1640.2636419985893,1597.6081120185613,42.65552998002795,1.0,40,1.5
1963-10-26,Nigeria,Liberia,3,0,Friendly,False,1549.4774562763962,1437.02801181871,112.44944445768624,0.7,20,1.75
1963-10-27,Hungary,Austria,2,1,Friendly,False,1825.0761913599554,1641.877944375289,183.1982469846664,0.7,20,1.0
1963-10-27,Romania,Yugoslavia,2,1,Friendly,False,1564.9066555763918,1794.64695415187,-229.74029857547816,0.7,20,1.0
1963-10-29,Argentina,Paraguay,2,3,Copa Chevallier Boutell,False,1825.295986137525,1613.9583949095645,211.3375912279605,1.0,30,1.0
1963-10-30,Albania,Denmark,1,0,UEFA Euro qualification,False,1415.1318083373824,1585.8675700492554,-170.735761711873,1.0,40,1.0
1963-10-30,Netherlands,Luxembourg,1,2,UEFA Euro qualification,False,1540.7442144766515,1235.477187722382,305.2670267542694,1.0,40,1.0
1963-10-30,Northern Ireland,Spain,0,1,UEFA Euro qualification,False,1494.8467642369337,1696.9736141280134,-202.1268498910797,1.0,40,1.0
1963-10-31,Cameroon,Togo,2,1,Friendly,False,1537.7626033794459,1484.7514766023696,53.01112677707624,0.7,20,1.0
1963-11-03,Yugoslavia,Czechoslovakia,2,0,Friendly,False,1781.0771362631106,1763.1395999593556,17.937536303754996,0.7,20,1.5
1963-11-03,Switzerland,Norway,0,2,Friendly,False,1460.7006687590285,1359.2758670588476,101.42480170018098,0.7,20,1.5
1963-11-03,Hungary,German DR,3,3,UEFA Euro qualification,False,1828.3521954494058,1496.0633268270058,332.28886862240006,1.0,40,1.0
1963-11-03,Sweden,Germany,2,1,Friendly,False,1748.7516870060908,1780.7609453653806,-32.00925835928979,0.7,20,1.0
1963-11-07,Scotland,Norway,6,1,Friendly,False,1723.778168573745,1382.1130918411313,341.66507673261367,0.7,20,2.0
1963-11-10,Italy,Russia,1,1,UEFA Euro qualification,False,1768.974882098716,1868.1460457549001,-99.17116365618404,1.0,40,1.0
1963-11-11,France,Switzerland,2,2,Friendly,False,1658.594293047983,1437.8634439767447,220.73084907123825,0.7,20,1.0
1963-11-11,North Korea,Somalia,14,0,Friendly,True,1574.3422122045029,1500.0,74.34221220450286,0.7,20,3.125
1963-11-12,China PR,Mali,3,1,Friendly,True,1613.7284457000515,1502.2187005390883,111.50974516096312,0.7,20,1.5
1963-11-12,Egypt,North Vietnam,4,1,Friendly,True,1617.8640409007983,1435.6458094400282,182.21823146077008,0.7,20,1.75
1963-11-13,Laos,North Vietnam,1,9,Friendly,True,1434.0231237260648,1426.565754163511,7.457369562553822,0.7,20,2.375
1963-11-14,Indonesia,Mali,3,2,Friendly,False,1554.4234422174463,1491.8741969636608,62.54924525378556,0.7,20,1.0
1963-11-15,Egypt,Laos,15,0,Friendly,True,1626.9440961773155,1409.7634311653792,217.1806650119363,0.7,20,3.25
1963-11-16,Indonesia,China PR,1,1,Friendly,False,1560.0588019213035,1624.072949275479,-64.01414735417552,0.7,20,1.0
1963-11-18,Indonesia,North Korea,1,5,Friendly,False,1559.0267338296946,1599.005736889282,-39.979003059587285,0.7,20,1.875
1963-11-18,Egypt,Saudi Arabia,7,0,Friendly,True,1641.41744041897,1500.0,141.41744041897005,0.7,20,2.25
1963-11-19,North Korea,North Vietnam,2,0,Friendly,True,1620.963037333512,1450.8254467241966,170.13759060931534,0.7,20,1.5
1963-11-20,England,Northern Ireland,8,3,British Home Championship,False,1779.4270750829276,1480.5619934724089,298.8650816105187,1.0,30,2.0
1963-11-20,Hong Kong,Singapore,3,4,Friendly,False,1537.7731537318234,1350.5435220201762,187.22963171164724,0.7,20,1.0
1963-11-20,Scotland,Wales,2,1,British Home Championship,False,1726.695640230149,1594.8460755755666,131.8495646545823,1.0,30,1.0
1963-11-21,Senegal,Ethiopia,1,2,Friendly,False,1566.0051851881321,1588.6829892921078,-22.67780410397563,0.7,20,1.0
1963-11-22,Egypt,North Korea,1,1,Friendly,True,1655.2335704024663,1629.15341829983,26.080152102636248,0.7,20,1.0
1963-11-24,Egypt,Nigeria,6,3,African Cup of Nations,True,1654.4843300069606,1557.437031599106,97.04729840785467,1.0,50,1.75
1963-11-24,Ghana,Tunisia,1,1,African Cup of Nations,False,1698.7070763776692,1610.6802600129308,88.02681636473835,1.0,50,1.0
1963-11-26,Egypt,Sudan,2,2,African Cup of Nations,True,1686.3220866917604,1527.517051030221,158.80503566153948,1.0,50,1.0
1963-11-26,Ghana,Ethiopia,2,0,African Cup of Nations,False,1686.3599713273684,1600.8724721356475,85.48749919172087,1.0,50,1.5
1963-11-27,Cyprus,Greece,3,1,Friendly,False,1453.2383758418864,1346.693020194448,106.54535564743833,0.7,20,1.5
1963-11-28,Nigeria,Sudan,0,4,African Cup of Nations,True,1525.599274914306,1538.2095363447286,-12.610261430422497,1.0,50,1.875
1963-11-28,Ethiopia,Tunisia,4,2,African Cup of Nations,True,1581.6851583742489,1623.0273650632316,-41.34220668898274,1.0,50,1.5
1963-11-30,Egypt,Ethiopia,3,0,African Cup of Nations,True,1675.6296013772528,1623.626432854873,52.00316852237984,1.0,50,1.75
1963-12-01,Ghana,Sudan,3,0,African Cup of Nations,False,1705.547285088767,1583.3839431921408,122.1633418966262,1.0,50,1.75
1963-12-01,Morocco,Russia,1,1,Friendly,False,1529.2162107623635,1868.1937573196362,-338.9775465572727,0.7,20,1.0
1963-12-01,Spain,Belgium,1,2,Friendly,False,1711.2583848925383,1552.7308812007088,158.52750369182945,0.7,20,1.0
1963-12-04,Luxembourg,Denmark,3,3,UEFA Euro qualification,False,1271.939818202514,1561.8510352885492,-289.9112170860351,1.0,40,1.0
1963-12-07,Hong Kong,Thailand,3,3,AFC Asian Cup qualification,True,1520.9860809897543,1334.6920677132578,186.29401327649657,1.0,40,1.0
1963-12-07,Kenya,Tanzania,6,2,Friendly,False,1509.5259923737917,1436.846694536551,72.67929783724071,0.7,20,1.875
1963-12-07,Vietnam Republic,Malaysia,5,3,AFC Asian Cup qualification,False,1552.0682112599648,1504.389073341134,47.67913791883075,1.0,40,1.5
1963-12-10,Denmark,Luxembourg,2,2,UEFA Euro qualification,False,1551.8915556843788,1281.8992978066844,269.9922578776943,1.0,40,1.0
1963-12-11,Vietnam Republic,Hong Kong,1,4,AFC Asian Cup qualification,False,1570.0328051158833,1511.1839999799467,58.84880513593657,1.0,40,1.75
1963-12-11,Kenya,Uganda,1,1,Friendly,False,1519.6554324117901,1498.770027411306,20.88540500048407,0.7,20,1.0
1963-12-11,Malaysia,Thailand,3,1,AFC Asian Cup qualification,True,1486.4244794852154,1344.4941487230653,141.9303307621501,1.0,40,1.5
1963-12-13,Tanzania,Uganda,0,5,Friendly,True,1426.7172544985526,1502.1154670084832,-75.39821250993054,0.7,20,2.0
1963-12-14,Hong Kong,Malaysia,4,3,AFC Asian Cup qualification,True,1561.1570819091307,1504.8083179026034,56.34876400652729,1.0,40,1.0
1963-12-14,Italy,Austria,1,0,Friendly,False,1768.92717053398,1638.6019402858385,130.32523024814145,0.7,20,1.0
1963-12-14,Vietnam Republic,Thailand,3,0,AFC Asian Cup qualification,False,1520.0597231866993,1326.1103103056773,193.949412881022,1.0,40,1.75
1963-12-15,Senegal,Guinea,1,1,Friendly,False,1553.8157023445924,1488.8214930726344,64.99420927195797,0.7,20,1.0
1963-12-15,Tunisia,Algeria,0,0,Friendly,False,1581.0860905826075,1509.141021719448,71.94506886315958,0.7,20,1.0
1963-12-16,Philippines,Taiwan,0,7,Friendly,False,1189.227234511682,1636.657848108276,-447.4306135965942,0.7,20,2.25
1963-12-17,Myanmar,German DR,1,5,Friendly,False,1420.1126755015105,1512.9964661128367,-92.88379061132628,0.7,20,1.875
1963-12-18,Denmark,Luxembourg,1,0,UEFA Euro qualification,True,1536.1407377314445,1297.6501157596188,238.4906219718257,1.0,40,1.0
1963-12-25,France,Belgium,1,2,Friendly,False,1651.320509588338,1569.0470520167598,82.27345757157809,0.7,20,1.0
1963-12-29,Morocco,Germany,1,4,Friendly,False,1535.1820894151758,1772.693272305767,-237.51118289059127,0.7,20,1.75
1963-12-31,Cameroon,Guinea,1,5,Friendly,False,1543.622832109625,1493.2429238495324,50.379908260092634,0.7,20,1.875
1964-01-01,Algeria,Germany,2,0,Friendly,False,1513.7219718066535,1783.6073203027063,-269.88534849605276,0.7,20,1.5
1964-01-02,Hong Kong,Israel,0,3,Friendly,False,1577.9415308395276,1489.3813508233695,88.56018001615803,0.7,20,1.75
1964-01-06,Saint Lucia,Saint Vincent and the Grenadines,2,2,Windward Islands Tournament,False,1479.6962513591452,1519.9110819379423,-40.21483057879709,1.0,30,1.0
1964-01-07,Dominica,Saint Vincent and the Grenadines,2,2,Windward Islands Tournament,True,1445.1124041403057,1522.4670375668468,-77.35463342654111,1.0,30,1.0
1964-01-08,Saint Lucia,Dominica,4,2,Windward Islands Tournament,False,1477.1402957302407,1448.3979616843023,28.742334045938378,1.0,30,1.5
1964-01-10,Saint Lucia,Saint Vincent and the Grenadines,0,0,Windward Islands Tournament,False,1491.6646556135167,1519.18148002285,-27.516824409333367,1.0,30,1.0
1964-01-11,Dominica,Saint Vincent and the Grenadines,1,1,Windward Islands Tournament,True,1433.8736018010263,1522.2662066758935,-88.39260487486717,1.0,30,1.0
1964-01-12,Sri Lanka,German DR,1,12,Friendly,False,1439.2885589461312,1532.1304517383476,-92.84189279221641,0.7,20,2.75
1964-01-12,Saint Lucia,Dominica,5,0,Windward Islands Tournament,False,1488.5799289604734,1437.6095576815414,50.97037127893191,1.0,30,2.0
1964-01-31,Cameroon,Benin,2,4,Friendly,False,1517.2287920183207,1543.5869108682894,-26.358118849968605,0.7,20,1.5
1964-02-02,Cameroon,Congo,7,1,Friendly,False,1499.0961886741457,1559.6772931512573,-60.581104477111694,0.7,20,2.125
1964-02-14,Congo,Cameroon,4,4,Friendly,False,1540.827956104299,1517.945525721104,22.882430383194787,0.7,20,1.0
1964-02-23,Ghana,German DR,3,0,Friendly,False,1724.5996912439143,1560.1969455261922,164.40274571772215,0.7,20,1.75
1964-02-23,Sri Lanka,Indonesia,3,9,Friendly,False,1411.2220651582866,1537.0694333854647,-125.8473682271781,0.7,20,2.125
1964-02-24,Congo,DR Congo,0,0,Friendly,False,1537.4315690568133,1479.7291905667278,57.70237849008549,0.7,20,1.0
1964-02-29,Sri Lanka,Indonesia,1,4,Friendly,False,1391.550042590251,1556.7414559535002,-165.19141336324924,0.7,20,1.75
1964-03-03,Singapore,Japan,1,2,Friendly,False,1367.3305947622453,1482.8410927148825,-115.51049795263725,0.7,20,1.0
1964-03-08,Libya,Lebanon,0,1,Friendly,False,1484.3412611571978,1460.3779019520623,23.963359205135475,0.7,20,1.0
1964-03-11,Spain,Republic of Ireland,5,1,UEFA Euro qualification,False,1694.9422140764873,1547.537433179153,147.40478089733438,1.0,40,1.875
1964-03-15,Ivory Coast,Mali,1,1,Friendly,False,1544.4540742090578,1486.2388372598036,58.21523694925418,0.7,20,1.0
1964-03-15,Libya,Malta,2,2,Friendly,False,1470.9173804829861,1418.5362244164417,52.38115606654446,0.7,20,1.0
1964-03-18,Bulgaria,Yugoslavia,0,1,Friendly,False,1579.2774609691676,1791.1723216132025,-211.8948606440349,0.7,20,1.0
1964-03-20,Egypt,Algeria,1,0,Friendly,False,1712.879693375121,1535.5229422105315,177.35675116458947,0.7,20,1.0
1964-03-22,Belgium,Netherlands,0,0,Friendly,False,1583.8596704733116,1504.2815839965194,79.57808647679212,0.7,20,1.0
1964-03-28,Congo,Chad,11,0,Friendly,False,1533.1805415633135,1445.1939486722554,87.98659289105808,0.7,20,2.75
1964-04-01,Yugoslavia,Bulgaria,1,0,Friendly,False,1798.058644006056,1572.391138576314,225.66750542974205,0.7,20,1.0
1964-04-05,Guyana,Trinidad and Tobago,1,2,Friendly,False,1363.7949380933235,1562.1678789729178,-198.37294087959435,0.7,20,1.0
1964-04-08,Republic of Ireland,Spain,0,2,UEFA Euro qualification,False,1532.9868563940747,1709.4927908615655,-176.50593446749076,1.0,40,1.5
1964-04-10,Guyana,Trinidad and Tobago,1,6,Friendly,False,1356.5530261143879,1569.4097909518534,-212.85676483746556,0.7,20,2.0
1964-04-11,Italy,Czechoslovakia,0,0,Friendly,False,1773.1240750490567,1753.0444146092636,20.079660439793088,0.7,20,1.0
1964-04-11,Scotland,England,1,0,British Home Championship,False,1732.947459716101,1784.9141028490246,-51.96664313292354,1.0,30,1.0
1964-04-11,Guernsey,Alderney,3,0,Muratti Vase,False,1554.5992761857876,1216.351352064004,338.2479241217836,1.0,30,1.75
1964-04-12,Netherlands,Austria,1,1,Friendly,False,1509.034369551995,1634.4050357707617,-125.3706662187667,0.7,20,1.0
1964-04-12,Guyana,Trinidad and Tobago,1,4,Friendly,False,1342.830341513821,1583.1324755524204,-240.30213403859943,0.7,20,1.75
1964-04-15,Switzerland,Belgium,2,0,Friendly,False,1445.1372274363898,1579.106884917836,-133.96965748144612,0.7,20,1.5
1964-04-15,Wales,Northern Ireland,2,3,British Home Championship,False,1588.5942560896144,1475.0749657063118,113.51929038330263,1.0,30,1.0
1964-04-22,Cameroon,DR Congo,2,2,Friendly,False,1521.3419127685897,1483.9802180602276,37.361694708362165,0.7,20,1.0
1964-04-25,France,Hungary,1,3,UEFA Euro qualification,False,1636.5078911317862,1811.4190561635749,-174.91116503178864,1.0,40,1.5
1964-04-29,Germany,Czechoslovakia,3,4,Friendly,False,1761.8063498988283,1756.3692426096848,5.437107289143569,0.7,20,1.0
1964-04-29,Netherlands,Sweden,0,1,Friendly,False,1509.7633008567698,1756.8193600657044,-247.05605920893458,0.7,20,1.0
1964-04-29,Northern Ireland,Uruguay,3,0,Friendly,False,1498.2848793383396,1716.8866863867925,-218.60180704845288,0.7,20,1.75
1964-04-29,Switzerland,Portugal,2,3,Friendly,False,1461.599159974848,1497.044847622224,-35.44568764737619,0.7,20,1.0
1964-05-03,Austria,Hungary,1,0,Friendly,False,1633.676104465987,1835.0491111387093,-201.37300667272234,0.7,20,1.0
1964-05-03,Belgium,Portugal,1,2,Friendly,False,1562.6449523793779,1508.8817800943755,53.76317228500238,0.7,20,1.0
1964-05-06,England,Uruguay,2,1,Friendly,False,1771.9747575770907,1693.634540082079,78.34021749501176,0.7,20,1.0
1964-05-07,Jersey,Guernsey,1,0,Muratti Vase,False,1729.0493717502084,1558.4988759502612,170.55049579994716,1.0,30,1.0
1964-05-10,Poland,Republic of Ireland,3,1,Friendly,False,1486.1204605712646,1509.4881676111431,-23.367707039878496,0.7,20,1.5
1964-05-10,Switzerland,Italy,1,3,Friendly,False,1449.7622275026965,1769.7992470486356,-320.0370195459391,0.7,20,1.5
1964-05-12,Germany,Scotland,2,2,Friendly,False,1748.8614788949167,1745.886804988035,2.9746739068816623,0.7,20,1.0
1964-05-13,Greece,Ethiopia,3,1,Friendly,False,1339.689727611019,1586.3763408570048,-246.68661324598588,0.7,20,1.5
1964-05-13,Norway,Republic of Ireland,1,4,Friendly,False,1379.1956201847274,1497.744021943375,-118.54840175864751,0.7,20,1.75
1964-05-13,Sweden,Russia,1,1,UEFA Euro qualification,False,1762.822616141374,1862.227878666824,-99.40526252544987,1.0,40,1.0
1964-05-14,Austria,Uruguay,0,2,Friendly,False,1646.513781198393,1688.3596984024377,-41.84591720404478,0.7,20,1.5
1964-05-17,Czechoslovakia,Yugoslavia,2,3,Friendly,False,1769.3141136135964,1800.7186370651973,-31.40452345160088,0.7,20,1.0
1964-05-17,Portugal,England,3,4,Friendly,False,1523.0394713272212,1777.249599256732,-254.2101279295107,0.7,20,1.0
1964-05-17,Tunisia,Ethiopia,3,2,Friendly,False,1576.505140495402,1565.3946330390163,11.110507456385676,0.7,20,1.0
1964-05-20,Russia,Uruguay,1,0,Friendly,False,1862.2621144744628,1705.8472247693646,156.41488970509818,0.7,20,1.0
1964-05-23,Hungary,France,2,1,UEFA Euro qualification,False,1822.2114344063034,1612.8778361566517,209.3335982496517,1.0,40,1.0
1964-05-24,Republic of Ireland,England,1,3,Friendly,False,1514.3106431692756,1783.0812730946382,-268.7706299253625,0.7,20,1.5
1964-05-24,Netherlands,Albania,2,0,FIFA World Cup qualification,False,1503.7600447811,1439.1483430980886,64.61170168301146,1.0,45,1.5
1964-05-26,Israel,Hong Kong,1,0,AFC Asian Cup,False,1515.5446210151345,1551.7782606477626,-36.23363963262818,1.0,50,1.0
1964-05-27,India,South Korea,2,0,AFC Asian Cup,True,1529.688419850385,1636.8878716193792,-107.19945176899432,1.0,50,1.5
1964-05-27,Russia,Sweden,3,1,UEFA Euro qualification,False,1865.982632109061,1762.7883803337352,103.19425177532571,1.0,40,1.5
1964-05-27,United States,England,0,10,Friendly,False,1333.1656514446358,1791.3185912205015,-458.15293977586566,0.7,20,2.625
1964-05-29,Israel,India,2,0,AFC Asian Cup,False,1536.0070971140017,1578.405145773958,-42.39804865995643,1.0,50,1.5
1964-05-30,Brazil,England,5,1,Friendly,False,1812.0578687979526,1797.244585679577,14.813283118375466,0.7,20,1.875
1964-05-30,Hong Kong,South Korea,0,1,AFC Asian Cup,True,1531.3157845488954,1588.171145695806,-56.85536114691058,1.0,50,1.0
1964-05-31,Argentina,Portugal,2,0,Friendly,True,1799.5800704991125,1517.207797489315,282.3722730097975,0.7,20,1.5
1964-06-02,Hong Kong,India,1,3,AFC Asian Cup,True,1510.3707253540008,1547.0659917844698,-36.69526643046902,1.0,50,1.5
1964-06-03,Brazil,Argentina,0,3,Friendly,False,1824.8278690171082,1804.5136453244413,20.31422369266693,0.7,20,1.75
1964-06-03,Israel,South Korea,2,1,AFC Asian Cup,False,1567.34625110349,1609.1162048907006,-41.769953787210625,1.0,50,1.0
1964-06-04,England,Portugal,1,1,Friendly,True,1784.4745854604214,1512.2742226639862,272.20036279643523,0.7,20,1.0
1964-06-04,French Guiana,Suriname,3,1,Friendly,False,1417.7636603940903,1510.7956400464614,-93.03197965237109,0.7,20,1.5
1964-06-05,French Guiana,Suriname,3,3,Friendly,False,1432.4628671011003,1496.0964333394513,-63.63356623835102,0.7,20,1.0
1964-06-06,Argentina,England,1,0,Friendly,True,1827.8426006363206,1777.9277287444054,49.914871891915254,0.7,20,1.0
1964-06-07,Brazil,Portugal,4,1,Friendly,False,1801.498913705229,1518.8210793800022,282.67783432522674,0.7,20,1.75
1964-06-07,Finland,Germany,1,4,Friendly,False,1185.719993019809,1745.9814702861363,-560.2614772663273,0.7,20,1.75
1964-06-17,Denmark,Russia,0,3,UEFA Euro,True,1544.2270489285784,1880.1974004532055,-335.9703515246272,1.0,50,1.75
1964-06-17,Spain,Hungary,2,1,UEFA Euro,False,1732.991479644497,1827.9802644817212,-94.9887848372241,1.0,50,1.0
1964-06-17,Yugoslavia,Romania,1,2,Friendly,False,1812.667714116713,1578.4764734651512,234.19124065156166,0.7,20,1.0
1964-06-20,Hungary,Denmark,3,1,UEFA Euro,True,1803.3408253955206,1533.1750628688883,270.1657625266323,1.0,50,1.5
1964-06-20,Congo,Guinea,1,2,Friendly,False,1547.1011333047247,1519.6369639408367,27.464169363888004,0.7,20,1.0
1964-06-21,Spain,Russia,2,1,UEFA Euro,False,1757.6309187306977,1891.2493865128956,-133.61846778219797,1.0,50,1.0
1964-06-28,Sweden,Denmark,4,1,Nordic Championship,False,1748.5736119895905,1520.0998164917219,228.47379549786865,1.0,30,1.75
